Date,Nb_Cas_Cumulatif,Nb_Nvx_Cas,Nb_Deces_Cumulatif_Total,Nb_Deces_Cumulatif_CHCHSLD,Nb_Deces_Cumulatif_RPA,Nb_Deces_Cumulatif_DomInc,Nb_Deces_Cumulatif_Autre,Nb_Nvx_Deces_Total,Nb_Nvx_Deces_CHCHSLD,Nb_Nvx_Deces_RPA,Nb_Nvx_Deces_DomInc,Nb_Nvx_Deces_Autre
2022-05-20,1063884,530,15580,6519,3145,5194,722,9,0,3,6,0
2022-05-21,1064276,392,15585,6519,3146,5198,722,5,0,1,4,0
2022-05-22,1064682,406,15596,6520,3148,5206,722,11,1,2,8,0
2022-05-23,1065258,576,15605,6521,3149,5213,722,9,1,1,7,0
2022-05-24,1065940,682,15611,6521,3151,5217,722,6,0,2,4,0
2022-05-25,1066638,698,15616,6521,3152,5221,722,5,0,1,4,0
2022-05-26,1067228,590,15626,6523,3155,5226,722,10,2,3,5,0
2022-05-27,1067762,534,15632,6524,3158,5228,722,6,1,3,2,0
2022-05-28,1068196,434,15633,6524,3158,5229,722,1,0,0,1,0
2022-05-29,1068619,423,15636,6525,3160,5229,722,3,1,2,0,0
2022-05-30,1069311,692,15643,6527,3161,5232,723,7,2,1,3,1
2022-05-31,1070031,720,15647,6528,3162,5234,723,4,1,1,2,0
2022-06-01,1070826,795,15653,6529,3162,5239,723,6,1,0,5,0
2022-06-02,1071431,605,15658,6530,3162,5243,723,5,1,0,4,0
2022-06-03,1071934,503,15663,6530,3163,5247,723,5,0,1,4,0
2022-06-04,1072384,450,15669,6531,3164,5251,723,6,1,1,4,0
2022-06-05,1072840,456,15672,6532,3164,5253,723,3,1,0,2,0
2022-06-06,1073638,798,15676,6533,3164,5256,723,4,1,0,3,0
2022-06-07,1074367,729,15679,6533,3165,5258,723,3,0,1,2,0
2022-06-08,1075181,814,15681,6533,3165,5260,723,2,0,0,2,0
2022-06-09,1075943,762,15687,6533,3167,5264,723,6,0,2,4,0
2022-06-10,1076573,630,15693,6534,3169,5266,724,6,1,2,2,1
2022-06-11,1077091,518,15695,6534,3169,5268,724,2,0,0,2,0
2022-06-12,1077624,533,15699,6535,3169,5271,724,4,1,0,3,0
2022-06-13,1078496,872,15701,6535,3170,5272,724,2,0,1,1,0
2022-06-14,1079335,839,15709,6537,3170,5278,724,8,2,0,6,0
2022-06-15,1080312,977,15713,6537,3172,5280,724,4,0,2,2,0
2022-06-16,1081211,899,15716,6537,3172,5283,724,3,0,0,3,0
2022-06-17,1081979,768,15719,6538,3172,5285,724,3,1,0,2,0
2022-06-18,1082637,658,15724,6539,3173,5287,725,5,1,1,2,1
2022-06-19,1083246,609,15728,6539,3173,5291,725,4,0,0,4,0
2022-06-20,1084335,1089,15734,6540,3174,5295,725,6,1,1,4,0
2022-06-21,1085508,1173,15736,6540,3174,5297,725,2,0,0,2,0
2022-06-22,1086863,1355,15741,6540,3174,5301,726,5,0,0,4,1
2022-06-23,1087971,1108,15745,6541,3174,5304,726,4,1,0,3,0
2022-06-24,1088893,922,15751,6541,3174,5310,726,6,0,0,6,0
2022-06-25,1089722,829,15754,6541,3174,5313,726,3,0,0,3,0
2022-06-26,1090587,865,15760,6541,3174,5319,726,6,0,0,6,0
2022-06-27,1092225,1638,15764,6541,3174,5322,727,4,0,0,3,1
2022-06-28,1093996,1771,15775,6545,3176,5327,727,11,4,2,5,0
2022-06-29,1095721,1725,15778,6546,3176,5329,727,3,1,0,2,0
2022-06-30,1097375,1654,15789,6547,3179,5336,727,11,1,3,7,0
2022-07-01,1098572,1197,15795,6548,3181,5339,727,6,1,2,3,0
2022-07-02,1099717,1145,15803,6551,3183,5342,727,8,3,2,3,0
2022-07-03,1100858,1141,15813,6553,3183,5350,727,10,2,0,8,0
2022-07-04,1102929,2071,15819,6554,3184,5353,728,6,1,1,3,1
2022-07-05,1104835,1906,15830,6557,3185,5360,728,11,3,1,7,0
2022-07-06,1106856,2021,15844,6559,3186,5371,728,14,2,1,11,0
2022-07-07,1108651,1795,15853,6559,3186,5380,728,9,0,0,9,0
2022-07-08,1110178,1527,15865,6560,3188,5388,729,12,1,2,8,1
2022-07-09,1111412,1234,15869,6560,3188,5392,729,4,0,0,4,0
2022-07-10,1112657,1245,15882,6561,3188,5404,729,13,1,0,12,0
2022-07-11,1114674,2017,15894,6563,3188,5413,730,12,2,0,9,1
2022-07-12,1116878,2204,15911,6568,3189,5424,730,17,5,1,11,0
2022-07-13,1119215,2337,15932,6571,3193,5438,730,21,3,4,14,0
2022-07-14,1121128,1913,15950,6575,3195,5449,731,18,4,2,11,1
2022-07-15,1123131,2003,15966,6579,3196,5460,731,16,4,1,11,0
2022-07-16,1124657,1526,15985,6583,3200,5471,731,19,4,4,11,0
2022-07-17,1126059,1402,16003,6589,3204,5479,731,18,6,4,8,0
2022-07-18,1128206,2147,16016,6589,3205,5490,732,13,0,1,11,1
2022-07-19,1130610,2404,16035,6592,3207,5503,733,19,3,2,13,1
2022-07-20,1132690,2080,16053,6593,3211,5515,734,18,1,4,12,1
2022-07-21,1134641,1951,16071,6599,3214,5524,734,18,6,3,9,0
2022-07-22,1136247,1606,16090,6604,3218,5534,734,19,5,4,10,0
2022-07-23,1137530,1283,16105,6605,3224,5542,734,15,1,6,8,0
2022-07-24,1138808,1278,16122,6606,3228,5554,734,17,1,4,12,0
2022-07-25,1140609,1801,16140,6608,3230,5568,734,18,2,2,14,0
2022-07-26,1142411,1802,16155,6609,3234,5577,735,15,1,4,9,1
2022-07-27,1143985,1574,16166,6612,3237,5582,735,11,3,3,5,0
2022-07-28,1145446,1461,16178,6612,3239,5592,735,12,0,2,10,0
2022-07-29,1146786,1340,16190,6612,3241,5602,735,12,0,2,10,0
2022-07-30,1147767,981,16203,6618,3242,5608,735,13,6,1,6,0
2022-07-31,1148737,970,16208,6619,3242,5612,735,5,1,0,4,0
2022-08-01,1150123,1386,16227,6624,3246,5621,736,19,5,4,9,1
2022-08-02,1151570,1447,16241,6629,3247,5628,737,14,5,1,7,1
2022-08-03,1152911,1341,16257,6634,3247,5639,737,16,5,0,11,0
2022-08-04,1153953,1042,16267,6635,3247,5648,737,10,1,0,9,0
2022-08-05,1155050,1097,16282,6641,3248,5656,737,15,6,1,8,0
2022-08-06,1155836,786,16297,6643,3249,5668,737,15,2,1,12,0
2022-08-07,1156624,788,16310,6646,3251,5676,737,13,3,2,8,0
2022-08-08,1157895,1271,16325,6648,3253,5687,737,15,2,2,11,0
2022-08-09,1159031,1136,16335,6649,3254,5694,738,10,1,1,7,1
2022-08-10,1160203,1172,16350,6652,3256,5704,738,15,3,2,10,0
2022-08-11,1161396,1193,16363,6654,3258,5713,738,13,2,2,9,0
2022-08-12,1162315,919,16373,6654,3261,5720,738,10,0,3,7,0
2022-08-13,1163094,779,16389,6656,3264,5731,738,16,2,3,11,0
2022-08-14,1163809,715,16403,6658,3266,5740,739,14,2,2,9,1
2022-08-15,1165033,1224,16415,6659,3267,5750,739,12,1,1,10,0
2022-08-16,1166297,1264,16429,6661,3267,5762,739,14,2,0,12,0
2022-08-17,1167420,1123,16446,6664,3270,5773,739,17,3,3,11,0
2022-08-18,1168418,998,16458,6667,3272,5780,739,12,3,2,7,0
2022-08-19,1169282,864,16474,6669,3274,5792,739,16,2,2,12,0
2022-08-20,1169969,687,16487,6670,3275,5803,739,13,1,1,11,0
2022-08-21,1170615,646,16500,6670,3278,5813,739,13,0,3,10,0
2022-08-22,1171564,949,16517,6673,3281,5824,739,17,3,3,11,0
2022-08-23,1172589,1025,16530,6675,3282,5834,739,13,2,1,10,0
2022-08-24,1173494,905,16545,6677,3282,5847,739,15,2,0,13,0
2022-08-25,1174264,770,16550,6678,3284,5849,739,5,1,2,2,0
2022-08-26,1175025,761,16557,6679,3285,5854,739,7,1,1,5,0
2022-08-27,1175596,571,16576,6681,3286,5869,740,19,2,1,15,1
2022-08-28,1176085,489,16585,6682,3286,5877,740,9,1,0,8,0
2022-08-29,1176890,805,16596,6683,3286,5887,740,11,1,0,10,0
2022-08-30,1177848,958,16604,6683,3286,5894,741,8,0,0,7,1
2022-08-31,1178692,844,16615,6683,3287,5904,741,11,0,1,10,0
2022-09-01,1179494,802,16621,6683,3287,5909,742,6,0,0,5,1
2022-09-02,1180157,663,16629,6683,3287,5916,743,8,0,0,7,1
2022-09-03,1180635,478,16637,6683,3288,5923,743,8,0,1,7,0
2022-09-04,1181091,456,16642,6683,3289,5927,743,5,0,1,4,0
2022-09-05,1181707,616,16645,6684,3289,5929,743,3,1,0,2,0
2022-09-06,1182625,918,16652,6685,3290,5933,744,7,1,1,4,1
2022-09-07,1183492,867,16661,6685,3290,5942,744,9,0,0,9,0
2022-09-08,1184362,870,16668,6688,3290,5946,744,7,3,0,4,0
2022-09-09,1185014,652,16672,6688,3290,5950,744,4,0,0,4,0
2022-09-10,1185593,579,16687,6689,3293,5961,744,15,1,3,11,0
2022-09-11,1186159,566,16696,6690,3296,5965,745,9,1,3,4,1
2022-09-12,1187078,919,16706,6692,3297,5972,745,10,2,1,7,0
2022-09-13,1187925,847,16713,6692,3297,5979,745,7,0,0,7,0
2022-09-14,1188703,778,16723,6694,3297,5987,745,10,2,0,8,0
2022-09-15,1189456,753,16724,6694,3297,5988,745,1,0,0,1,0
2022-09-16,1190088,632,16728,6694,3298,5991,745,4,0,1,3,0
2022-09-17,1190552,464,16732,6694,3298,5995,745,4,0,0,4,0
2022-09-18,1191154,602,16735,6694,3298,5998,745,3,0,0,3,0
2022-09-19,1192083,929,16739,6694,3299,6001,745,4,0,1,3,0
2022-09-20,1192996,913,16745,6694,3299,6007,745,6,0,0,6,0
2022-09-21,1193847,851,16750,6694,3299,6012,745,5,0,0,5,0
2022-09-22,1194715,868,16755,6694,3300,6016,745,5,0,1,4,0
2022-09-23,1195485,770,16761,6695,3300,6021,745,6,1,0,5,0
2022-09-24,1196121,636,16765,6696,3301,6023,745,4,1,1,2,0
2022-09-25,1196724,603,16772,6697,3302,6028,745,7,1,1,5,0
2022-09-26,1197695,971,16779,6697,3304,6033,745,7,0,2,5,0
2022-09-27,1198778,1083,16783,6697,3306,6035,745,4,0,2,2,0
2022-09-28,1199809,1031,16793,6697,3307,6044,745,10,0,1,9,0
2022-09-29,1200702,893,16797,6697,3307,6048,745,4,0,0,4,0
2022-09-30,1201584,882,16808,6697,3309,6057,745,11,0,2,9,0
2022-10-01,1202187,603,16817,6698,3311,6063,745,9,1,2,6,0
2022-10-02,1202910,723,16825,6700,3312,6068,745,8,2,1,5,0
2022-10-03,1203866,956,16834,6702,3312,6074,746,9,2,0,6,1
2022-10-04,1204973,1107,16838,6703,3313,6076,746,4,1,1,2,0
2022-10-05,1205950,977,16844,6703,3315,6080,746,6,0,2,4,0
2022-10-06,1206981,1031,16860,6705,3317,6091,747,16,2,2,11,1
2022-10-07,1207912,931,16871,6707,3318,6099,747,11,2,1,8,0
2022-10-08,1208540,628,16877,6707,3322,6101,747,6,0,4,2,0
2022-10-09,1209247,707,16884,6707,3324,6106,747,7,0,2,5,0
2022-10-10,1210028,781,16890,6709,3324,6110,747,6,2,0,4,0
2022-10-11,1211130,1102,16896,6709,3324,6116,747,6,0,0,6,0
2022-10-12,1212367,1237,16906,6709,3324,6126,747,10,0,0,10,0
2022-10-13,1213425,1058,16916,6710,3324,6135,747,10,1,0,9,0
2022-10-14,1214441,1016,16921,6711,3324,6139,747,5,1,0,4,0
2022-10-15,1215150,709,16932,6712,3325,6147,748,11,1,1,8,1
2022-10-16,1215798,648,16940,6712,3326,6154,748,8,0,1,7,0
2022-10-17,1216851,1053,16946,6712,3326,6160,748,6,0,0,6,0
2022-10-18,1217932,1081,16954,6713,3326,6167,748,8,1,0,7,0
2022-10-19,1218959,1027,16962,6713,3326,6175,748,8,0,0,8,0
2022-10-20,1219864,905,16975,6715,3327,6185,748,13,2,1,10,0
2022-10-21,1220627,763,16985,6718,3328,6191,748,10,3,1,6,0
2022-10-22,1221218,591,17004,6721,3330,6204,749,19,3,2,13,1
2022-10-23,1221815,597,17018,6722,3331,6216,749,14,1,1,12,0
2022-10-24,1222882,1067,17036,6722,3332,6232,750,18,0,1,16,1
2022-10-25,1223893,1011,17045,6725,3335,6235,750,9,3,3,3,0
2022-10-26,1224882,989,17053,6727,3335,6241,750,8,2,0,6,0
2022-10-27,1225816,934,17061,6728,3335,6248,750,8,1,0,7,0
2022-10-28,1226651,835,17073,6730,3336,6257,750,12,2,1,9,0
2022-10-29,1227200,549,17084,6732,3336,6265,751,11,2,0,8,1
2022-10-30,1227758,558,17096,6735,3336,6273,752,12,3,0,8,1
2022-10-31,1228655,897,17102,6737,3336,6277,752,6,2,0,4,0
2022-11-01,1229688,1033,17111,6737,3336,6286,752,9,0,0,9,0
2022-11-02,1230557,869,17123,6740,3337,6294,752,12,3,1,8,0
2022-11-03,1231490,933,17133,6740,3337,6303,753,10,0,0,9,1
2022-11-04,1232306,816,17147,6742,3338,6314,753,14,2,1,11,0
2022-11-05,1232911,605,17155,6744,3339,6319,753,8,2,1,5,0
2022-11-06,1233547,636,17160,6746,3341,6320,753,5,2,2,1,0
2022-11-07,1234473,926,17169,6747,3341,6328,753,9,1,0,8,0
2022-11-08,1235385,912,17177,6748,3342,6334,753,8,1,1,6,0
2022-11-09,1236275,890,17183,6749,3343,6338,753,6,1,1,4,0
2022-11-10,1237002,727,17192,6750,3343,6345,754,9,1,0,7,1
2022-11-11,1237674,672,17199,6750,3343,6352,754,7,0,0,7,0
2022-11-12,1238193,519,17204,6750,3343,6357,754,5,0,0,5,0
2022-11-13,1238716,523,17210,6750,3344,6361,755,6,0,1,4,1
2022-11-14,1239531,815,17214,6751,3344,6364,755,4,1,0,3,0
2022-11-15,1240565,1034,17220,6751,3344,6370,755,6,0,0,6,0
2022-11-16,1241404,839,17226,6752,3344,6375,755,6,1,0,5,0
2022-11-17,1242199,795,17239,6754,3345,6385,755,13,2,1,10,0
2022-11-18,1242908,709,17245,6757,3345,6388,755,6,3,0,3,0
2022-11-19,1243518,610,17256,6759,3345,6397,755,11,2,0,9,0
2022-11-20,1244136,618,17263,6761,3346,6398,758,7,2,1,1,3
2022-11-21,1245108,972,17270,6762,3347,6402,759,7,1,1,4,1
2022-11-22,1246182,1074,17275,6765,3347,6404,759,5,3,0,2,0
2022-11-23,1247212,1030,17281,6765,3348,6409,759,6,0,1,5,0
2022-11-24,1248155,943,17289,6767,3349,6413,760,8,2,1,4,1
2022-11-25,1249008,853,17304,6770,3350,6424,760,15,3,1,11,0
2022-11-26,1249709,701,17313,6772,3353,6427,761,9,2,3,3,1
2022-11-27,1250460,751,17320,6772,3357,6430,761,7,0,4,3,0
2022-11-28,1251618,1158,17325,6773,3359,6432,761,5,1,2,2,0
2022-11-29,1252907,1289,17332,6773,3362,6435,762,7,0,3,3,1
2022-11-30,1254222,1315,17335,6773,3362,6438,762,3,0,0,3,0
2022-12-01,1255207,985,17347,6774,3364,6447,762,12,1,2,9,0
2022-12-02,1256204,997,17356,6774,3364,6455,763,9,0,0,8,1
2022-12-03,1257007,803,17363,6776,3366,6458,763,7,2,2,3,0
2022-12-04,1257726,719,17372,6778,3369,6461,764,9,2,3,3,1
2022-12-05,1258921,1195,17380,6778,3370,6468,764,8,0,1,7,0
2022-12-06,1260269,1348,17392,6778,3370,6480,764,12,0,0,12,0
2022-12-07,1261496,1227,17405,6782,3373,6486,764,13,4,3,6,0
2022-12-08,1262597,1101,17419,6785,3374,6496,764,14,3,1,10,0
2022-12-09,1263562,965,17431,6785,3377,6504,765,12,0,3,8,1
2022-12-10,1264383,821,17440,6786,3377,6512,765,9,1,0,8,0
2022-12-11,1265147,764,17447,6787,3378,6517,765,7,1,1,5,0
2022-12-12,1266313,1166,17459,6789,3382,6523,765,12,2,4,6,0
2022-12-13,1267626,1313,17472,6792,3383,6532,765,13,3,1,9,0
2022-12-14,1268988,1362,17485,6795,3384,6541,765,13,3,1,9,0
2022-12-15,1270207,1219,17490,6796,3385,6544,765,5,1,1,3,0
2022-12-16,1271266,1059,17496,6796,3385,6550,765,6,0,0,6,0
2022-12-17,1272128,862,17502,6797,3385,6555,765,6,1,0,5,0
2022-12-18,1273007,879,17510,6798,3386,6561,765,8,1,1,6,0
2022-12-19,1274293,1286,17518,6799,3386,6568,765,8,1,0,7,0
2022-12-20,1275750,1457,17525,6800,3387,6573,765,7,1,1,5,0
2022-12-21,1276964,1214,17532,6800,3388,6579,765,7,0,1,6,0
2022-12-22,1277955,991,17539,6801,3389,6584,765,7,1,1,5,0
2022-12-23,1278719,764,17549,6802,3390,6592,765,10,1,1,8,0
2022-12-24,1279231,512,17561,6808,3392,6596,765,12,6,2,4,0
2022-12-25,1279701,470,17569,6808,3392,6604,765,8,0,0,8,0
2022-12-26,1280469,768,17575,6809,3394,6607,765,6,1,2,3,0
2022-12-27,1281439,970,17582,6809,3394,6614,765,7,0,0,7,0
2022-12-28,1282581,1142,17588,6810,3394,6619,765,6,1,0,5,0
2022-12-29,1283785,1204,17599,6814,3395,6625,765,11,4,1,6,0
2022-12-30,1284604,819,17604,6815,3396,6627,766,5,1,1,2,1
2022-12-31,1285214,610,17614,6816,3397,6635,766,10,1,1,8,0
2023-01-01,1285666,452,17616,6816,3397,6637,766,2,0,0,2,0
2023-01-02,1286460,794,17618,6816,3397,6639,766,2,0,0,2,0
2023-01-03,1287392,932,17623,6818,3398,6641,766,5,2,1,2,0
2023-01-04,1288487,1095,17628,6819,3399,6644,766,5,1,1,3,0
2023-01-05,1289368,881,17637,6820,3400,6650,767,9,1,1,6,1
2023-01-06,1290123,755,17645,6820,3400,6658,767,8,0,0,8,0
